OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
23,APPLY_ABILITY,ExtData[0].Val4,1124,2,"8, 9",(none),APPLY_ABILITY ext-data family marker for the slot-local embedded payload.,Structural,Critical,205,priority operation; 2331 referencing abilities; 1124 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1124 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260, 10261, 10262. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 0. This field behaves like a payload-layout tag rather than a free scalar; extracted rows overwhelmingly use one dominant value with a small minority variant. Dominant raw values: 8 x1118, 9 x6. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[0].Val5,126,5,"3, 5, 6, 8, 9",(none),APPLY_ABILITY ext-data auxiliary selector for minority slot-local payload branches.,Structural,High,161,priority operation; 2331 referencing abilities; 126 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","126 non-zero observation(s) across 2075 component row(s); example component ids: 11471, 11522, 11665, 11714, 11946, 11989, 12175, 12194, 12232, 12449, 12480, 12521. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 0. This low-cardinality field only appears in minority APPLY_ABILITY ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 3 x109, 5 x7, 6 x6, 8 x3, 9 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[0].Val6,372,145,"1, 100, 1003, 1016, 1019, 1065, 1098, 11, 1125, 1136, 1141, 1151",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","372 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10708, 11041, 11042, 11043, 11044, 11045, 11081, 11086, 11152, 11398. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 9 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9100, 9178, 9188, 9199, 9403, 9417, 9419, 9428, 9561."
23,APPLY_ABILITY,ExtData[0].Val7,889,33,"1, 10, 100, 11, 12, 120, 1200, 1800, 2, 20, 2000, 25",(none),APPLY_ABILITY ext-data payload-B field for the slot-local embedded payload.,Structural,Critical,229,priority operation; 2331 referencing abilities; 889 non-zero rows; 33 distinct values; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","889 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260, 10261, 10262. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 0. This field behaves like the second profile-specific payload slot and varies far more widely than the small selector fields around it. Dominant raw values: 1 x663, 5 x55, 250 x39, 4 x20, 2 x18, 1800 x12. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[0].Val8,19,3,"1, 2, 3",(none),APPLY_ABILITY ext-data sparse tail payload field for minority slot-local payload branches.,Structural,High,151,priority operation; 2331 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","19 non-zero observation(s) across 2075 component row(s); example component ids: 12176, 12195, 12532, 14217, 14218, 14219, 1646, 17921, 17922, 17923, 7099, 720. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 0. This field only appears in minority APPLY_ABILITY ext-data branches after the main Val7 payload and behaves like an auxiliary tail parameter. Dominant raw values: 1 x17, 2 x1, 3 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[0].Val9,86,1,1,(none),APPLY_ABILITY ext-data slot-presence marker for minority slot-local payload branches.,Structural,High,151,priority operation; 2331 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","86 non-zero observation(s) across 2075 component row(s); example component ids: 1060, 12612, 13305, 13323, 13343, 13355, 13369, 13724, 13732, 13735, 13901, 13918. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 0. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x86. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[1].Val1,612,3,"1, 2, 6",(none),APPLY_ABILITY ext-data branch selector for the slot-local embedded payload.,Structural,Critical,181,priority operation; 2331 referencing abilities; 612 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","612 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 10260, 10261, 10262, 10263. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 1. This low-cardinality field splits the dominant APPLY_ABILITY payload branches, but the exact retail meaning of each raw value is still unresolved. Dominant raw values: 1 x503, 2 x108, 6 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[1].Val2,608,20,"1, 10, 11, 14, 15, 16, 17, 18, 2, 28, 3, 32",(none),ExtData slot 1 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","608 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 10260, 10261, 10262, 10263. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 582 of 608 observed values (95%) resolve to a named ComponentOperation. Dominant observed values: 9=INTERRUPT x275, 6=AP_CHANGE x105, 17=AP_REGEN_CHANGE x71, 10=RESSURRECT x54, 3=HEAL x37, 2=STAT_CHANGE x11, 67 x10, 4=DAMAGE_CHANGE x7. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
23,APPLY_ABILITY,ExtData[1].Val3,612,5,"1, 4, 5, 6, 7",(none),APPLY_ABILITY ext-data profile selector for the slot-local embedded payload.,Structural,Critical,185,priority operation; 2331 referencing abilities; 612 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","612 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 10260, 10261, 10262, 10263. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 1. This compact enum-like field is the clearest profile or behavior selector inside the APPLY_ABILITY ext-data block. Dominant raw values: 4 x298, 1 x269, 6 x25, 7 x12, 5 x8. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[1].Val4,612,2,"8, 9",(none),APPLY_ABILITY ext-data family marker for the slot-local embedded payload.,Structural,Critical,179,priority operation; 2331 referencing abilities; 612 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","612 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 10260, 10261, 10262, 10263. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 1. This field behaves like a payload-layout tag rather than a free scalar; extracted rows overwhelmingly use one dominant value with a small minority variant. Dominant raw values: 8 x608, 9 x4. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
23,APPLY_ABILITY,ExtData[1].Val5,98,3,"1, 3, 5",(none),APPLY_ABILITY ext-data auxiliary selector for minority slot-local payload branches.,Structural,High,155,priority operation; 2331 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","98 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 11041, 11042, 11043, 11044, 11045, 11401, 11492, 11634, 11648, 11739. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring APPLY_ABILITY ext-data layouts in extracted client BIN rows for ExtData slot 1. This low-cardinality field only appears in minority APPLY_ABILITY ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 3 x94, 1 x2, 5 x2. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
